"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72"
-4.91,-1000,1000,0,0,0,0,0.0133333333333333,0,0.0133333333333333,0.0133333333333333,0,0,0,0.0266666666666667,0,0,0.0133333333333333,0.0533333333333333,0.0666666666666667,0.0133333333333333,0.0133333333333333,0,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,0,0.04,0,0,0,0.0266666666666667,0,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.04,0.0266666666666667,0.0133333333333333,0.0133333333333333,0,0.0133333333333333,0.0133333333333333,0.04,0.0133333333333333,0,0.0133333333333333,0,0,0.04,0,0.0133333333333333,0.0133333333333333,0.04,0.04,0.0133333333333333,0.0133333333333333,0.0266666666666667,0,0.0133333333333333,0.0533333333333333,0.04,0.0266666666666667,0.0266666666666667,0.0133333333333333,0,0,0.0133333333333333,0.0266666666666667,0.0133333333333333,0
-30.6,-1000,1000,0,0,0,0,0.0117647058823529,0,0.0117647058823529,0,0.0235294117647059,0.0117647058823529,0,0.0117647058823529,0,0.0235294117647059,0.0117647058823529,0,0.0235294117647059,0.0117647058823529,0.0117647058823529,0.0352941176470588,0,0,0,0,0.0117647058823529,0.0117647058823529,0.0117647058823529,0.0352941176470588,0,0.0235294117647059,0,0.0117647058823529,0,0,0.0235294117647059,0.0117647058823529,0.0235294117647059,0,0,0.0235294117647059,0,0,0.0117647058823529,0,0,0,0.0117647058823529,0.0588235294117647,0,0.0235294117647059,0.0352941176470588,0.0705882352941176,0.0235294117647059,0.0117647058823529,0.0117647058823529,0.0588235294117647,0.0117647058823529,0.0117647058823529,0,0,0.0235294117647059,0,0.0352941176470588,0.0588235294117647,0.0235294117647059,0.0235294117647059,0.0823529411764706,0.0352941176470588,0
-24.8,-14,429,-11,1,104,1,0.01,0.005,0.01,0.005,0.01,0,0.01,0.01,0.01,0.005,0.03,0.03,0.025,0.02,0.01,0.015,0.01,0.005,0.015,0.015,0.01,0.005,0.015,0.015,0.005,0.015,0.005,0.015,0,0.01,0.01,0.03,0.02,0.015,0.01,0.02,0.005,0.01,0.015,0.02,0.02,0.02,0.01,0.045,0.015,0.02,0.035,0.01,0.015,0,0.025,0.02,0.005,0.02,0.025,0.01,0.025,0.005,0.025,0.025,0.02,0.03,0.04,0.035,1
-11.4,-1000,770,0,1,0,1,0.0357142857142857,0,0.0357142857142857,0.0178571428571429,0,0.0178571428571429,0,0,0.0178571428571429,0,0.0178571428571429,0,0.0357142857142857,0.0178571428571429,0.0357142857142857,0.0357142857142857,0,0,0.0357142857142857,0,0,0,0.0178571428571429,0.0178571428571429,0,0.0178571428571429,0.0178571428571429,0,0,0.0178571428571429,0.0357142857142857,0.0357142857142857,0.0357142857142857,0,0,0.0535714285714286,0.0178571428571429,0,0.0178571428571429,0,0.0178571428571429,0.0357142857142857,0,0.0178571428571429,0.0178571428571429,0.0178571428571429,0,0.0178571428571429,0.0178571428571429,0,0.0178571428571429,0,0.0178571428571429,0.0178571428571429,0.0178571428571429,0.0535714285714286,0.0357142857142857,0.0535714285714286,0,0.0357142857142857,0,0,0.0178571428571429,0,0
-32.5,12,1000,0,1,0,1,0.0108695652173913,0.0326086956521739,0,0,0.0108695652173913,0.0434782608695652,0.0108695652173913,0,0,0.0217391304347826,0,0.0217391304347826,0.0217391304347826,0.0217391304347826,0,0.0326086956521739,0.0108695652173913,0.0326086956521739,0.0217391304347826,0,0.0652173913043478,0.0217391304347826,0,0.0108695652173913,0.0108695652173913,0.0108695652173913,0.0326086956521739,0.0326086956521739,0.0108695652173913,0.0108695652173913,0,0.0108695652173913,0.0217391304347826,0.0217391304347826,0.0108695652173913,0,0.0326086956521739,0.0108695652173913,0.0326086956521739,0.0108695652173913,0,0.0108695652173913,0.0217391304347826,0.0217391304347826,0.0108695652173913,0.0217391304347826,0.0108695652173913,0.0108695652173913,0,0.0108695652173913,0.0326086956521739,0.0108695652173913,0.0108695652173913,0,0.0217391304347826,0,0,0.0108695652173913,0.0217391304347826,0.0434782608695652,0,0,0.0434782608695652,0.0326086956521739,0
-13.1,-1000,1000,0,0,0,0,0,0.0140845070422535,0.0140845070422535,0.0140845070422535,0.028169014084507,0,0,0,0,0.028169014084507,0,0.0140845070422535,0.0140845070422535,0.028169014084507,0.0422535211267606,0,0.028169014084507,0,0,0.028169014084507,0,0.0140845070422535,0,0,0,0,0.0140845070422535,0.0422535211267606,0,0.028169014084507,0.028169014084507,0.028169014084507,0,0.0140845070422535,0,0.0140845070422535,0.028169014084507,0,0.0140845070422535,0.0140845070422535,0,0,0,0.0140845070422535,0,0.0140845070422535,0.0140845070422535,0.0845070422535211,0.0140845070422535,0,0.0140845070422535,0.0422535211267606,0.0140845070422535,0.0140845070422535,0.0140845070422535,0.0422535211267606,0.0563380281690141,0.0140845070422535,0.0140845070422535,0.028169014084507,0.0140845070422535,0.028169014084507,0.0422535211267606,0.028169014084507,0
-11.2,40,553,0,0,0,0,0.0359712230215827,0.00719424460431655,0.0143884892086331,0.00719424460431655,0.0359712230215827,0.0503597122302158,0,0.0287769784172662,0,0.00719424460431655,0.0143884892086331,0.0215827338129496,0.0359712230215827,0.00719424460431655,0,0.0287769784172662,0.0287769784172662,0.0575539568345324,0,0.0215827338129496,0.0215827338129496,0.0719424460431655,0.00719424460431655,0.0143884892086331,0.0143884892086331,0.00719424460431655,0.0143884892086331,0.00719424460431655,0.0143884892086331,0.0215827338129496,0.00719424460431655,0.0143884892086331,0.0143884892086331,0.00719424460431655,0.0215827338129496,0.00719424460431655,0.00719424460431655,0.00719424460431655,0.0215827338129496,0.00719424460431655,0,0.00719424460431655,0,0.00719424460431655,0.0143884892086331,0.0143884892086331,0,0.0143884892086331,0.0287769784172662,0.00719424460431655,0,0.0359712230215827,0.00719424460431655,0.0287769784172662,0.00719424460431655,0.00719424460431655,0.0143884892086331,0.00719424460431655,0.00719424460431655,0.0143884892086331,0.0215827338129496,0.0143884892086331,0.0287769784172662,0,0
-35,38,932,0,0,199,0,0.00485436893203883,0.00970873786407767,0.0145631067961165,0.00970873786407767,0.0242718446601942,0.0194174757281553,0.00485436893203883,0.0145631067961165,0.00485436893203883,0.029126213592233,0.00485436893203883,0.00485436893203883,0.0145631067961165,0.0339805825242718,0.0339805825242718,0.0242718446601942,0.00970873786407767,0.0145631067961165,0.0145631067961165,0.0485436893203883,0.0145631067961165,0.029126213592233,0,0.00485436893203883,0.00485436893203883,0.00970873786407767,0.0242718446601942,0.0242718446601942,0.00485436893203883,0.0145631067961165,0.0242718446601942,0.00970873786407767,0.0145631067961165,0.00485436893203883,0.00485436893203883,0.0388349514563107,0.0242718446601942,0.00970873786407767,0.00970873786407767,0.0436893203883495,0.00485436893203883,0,0.00970873786407767,0,0,0.00485436893203883,0.0145631067961165,0.0145631067961165,0.0194174757281553,0.00485436893203883,0.00970873786407767,0.029126213592233,0.029126213592233,0.0145631067961165,0.00485436893203883,0.00970873786407767,0.0436893203883495,0.0242718446601942,0,0.00970873786407767,0.0339805825242718,0.029126213592233,0.0242718446601942,0.00970873786407767,0
-62.9,94,1000,0,0,0,0,0.0205128205128205,0.00769230769230769,0.0205128205128205,0.0179487179487179,0.0179487179487179,0.0205128205128205,0.0179487179487179,0.0128205128205128,0.0179487179487179,0.0102564102564103,0.00512820512820513,0.0153846153846154,0.0179487179487179,0.0256410256410256,0.0333333333333333,0.0307692307692308,0.0102564102564103,0.00256410256410256,0.0230769230769231,0.0205128205128205,0.00769230769230769,0.0128205128205128,0.00256410256410256,0.00512820512820513,0,0.00769230769230769,0.00512820512820513,0.0205128205128205,0.00512820512820513,0.0153846153846154,0.0102564102564103,0.0179487179487179,0.0282051282051282,0.00769230769230769,0.00769230769230769,0.0230769230769231,0.0179487179487179,0.00256410256410256,0.0102564102564103,0.00256410256410256,0.0179487179487179,0.0128205128205128,0.00512820512820513,0.0230769230769231,0.0205128205128205,0.0179487179487179,0.0128205128205128,0.0282051282051282,0.0153846153846154,0.00512820512820513,0.0333333333333333,0.0487179487179487,0.0205128205128205,0.00256410256410256,0.0102564102564103,0.00256410256410256,0.041025641025641,0.0102564102564103,0.0205128205128205,0.0230769230769231,0.0333333333333333,0.00512820512820513,0.0179487179487179,0.0128205128205128,0
-69.5,-1000,1000,0,1,0,1,0.00632911392405063,0.00632911392405063,0,0.00632911392405063,0,0,0.00632911392405063,0,0.0126582278481013,0,0.0379746835443038,0.0253164556962025,0.00632911392405063,0.00632911392405063,0.0126582278481013,0,0,0,0,0,0.0126582278481013,0,0,0.00632911392405063,0,0,0.0316455696202532,0.0253164556962025,0,0.0126582278481013,0.0126582278481013,0,0,0.00632911392405063,0.00632911392405063,0.0316455696202532,0,0.0126582278481013,0.0316455696202532,0.0253164556962025,0.0253164556962025,0.0126582278481013,0.0569620253164557,0.0822784810126582,0.0253164556962025,0.00632911392405063,0.0949367088607595,0.0443037974683544,0.0189873417721519,0,0.0443037974683544,0,0,0,0,0.00632911392405063,0.0189873417721519,0.0316455696202532,0.069620253164557,0.0379746835443038,0,0.00632911392405063,0.0632911392405063,0.0126582278481013,0
-4.9,-51,110,0,0,0,0,0.0140845070422535,0,0.0140845070422535,0,0,0,0.0140845070422535,0.0140845070422535,0.0140845070422535,0.0422535211267606,0.0140845070422535,0.0422535211267606,0.0422535211267606,0.0140845070422535,0,0.028169014084507,0.0140845070422535,0.0140845070422535,0.0422535211267606,0.028169014084507,0,0.0704225352112676,0.0140845070422535,0,0.0140845070422535,0.028169014084507,0.0140845070422535,0,0.0140845070422535,0.028169014084507,0,0.0140845070422535,0.0422535211267606,0.028169014084507,0.0140845070422535,0,0.028169014084507,0.0422535211267606,0.0422535211267606,0.0140845070422535,0,0,0,0,0.0140845070422535,0.0140845070422535,0.0140845070422535,0,0,0,0.0140845070422535,0.0140845070422535,0.028169014084507,0.028169014084507,0.0140845070422535,0,0.0140845070422535,0,0.0422535211267606,0.028169014084507,0.0140845070422535,0,0,0,0
-4.28,-50,1000,0,1,0,1,0.012987012987013,0.012987012987013,0.038961038961039,0.012987012987013,0,0.038961038961039,0.012987012987013,0.012987012987013,0.025974025974026,0,0.025974025974026,0,0.012987012987013,0,0.012987012987013,0.051948051948052,0,0.051948051948052,0.012987012987013,0.012987012987013,0.038961038961039,0.0779220779220779,0.012987012987013,0.012987012987013,0.038961038961039,0.051948051948052,0,0,0.025974025974026,0,0.012987012987013,0,0.012987012987013,0.012987012987013,0.012987012987013,0,0,0.012987012987013,0,0.038961038961039,0.012987012987013,0,0,0,0.038961038961039,0,0.012987012987013,0,0.012987012987013,0.025974025974026,0,0.012987012987013,0.012987012987013,0.051948051948052,0,0.038961038961039,0.012987012987013,0,0,0,0,0.025974025974026,0,0.025974025974026,0
0,-82,1000,0,0,0,0,0,0,0.142857142857143,0,0.0714285714285714,0.0714285714285714,0,0,0.0714285714285714,0.0714285714285714,0,0,0,0,0,0,0.0714285714285714,0,0.0714285714285714,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0.0714285714285714,0,0,0.0714285714285714,0,0.0714285714285714,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20,2,334,-1199,1,381,1,0,0.0158730158730159,0,0.0158730158730159,0,0,0.0158730158730159,0,0.0158730158730159,0.0158730158730159,0.0158730158730159,0.0158730158730159,0.0158730158730159,0,0,0.0634920634920635,0,0.0158730158730159,0,0,0,0.0476190476190476,0,0,0.0158730158730159,0.0317460317460317,0.0476190476190476,0.0158730158730159,0.0476190476190476,0,0,0,0.0158730158730159,0.0158730158730159,0,0.0158730158730159,0.0158730158730159,0.0476190476190476,0.0634920634920635,0,0,0,0.0158730158730159,0.0793650793650794,0.0158730158730159,0.0158730158730159,0.0476190476190476,0,0.0158730158730159,0,0.0476190476190476,0.0158730158730159,0.0158730158730159,0,0,0,0,0,0.0476190476190476,0.0317460317460317,0.0158730158730159,0,0.0476190476190476,0,0
-35.5,1,1000,0,0,0,0,0,0.00625,0.00625,0.025,0.0125,0.01875,0.0125,0.00625,0,0.01875,0.0125,0.01875,0.0375,0.0125,0.0125,0.025,0.0125,0,0.00625,0.025,0.00625,0,0.01875,0.0125,0,0.01875,0,0.0125,0.00625,0.05625,0.04375,0.025,0.0125,0.0125,0.00625,0.0375,0.01875,0.03125,0.01875,0.025,0,0.00625,0.00625,0.0125,0.0125,0,0.0125,0.00625,0.025,0.00625,0.025,0.025,0.01875,0.025,0,0.0125,0.04375,0.01875,0.025,0.01875,0.01875,0.00625,0.0125,0.03125,0
-7.6,-84,1000,0,0,0,0,0.03125,0.046875,0.0104166666666667,0.015625,0.046875,0.03125,0.00520833333333333,0.0208333333333333,0.0104166666666667,0.0260416666666667,0,0,0.0260416666666667,0.03125,0.015625,0.0104166666666667,0.0364583333333333,0.03125,0.0208333333333333,0.015625,0.0520833333333333,0.0572916666666667,0.0104166666666667,0.0260416666666667,0.00520833333333333,0.0208333333333333,0.015625,0.00520833333333333,0.0104166666666667,0.015625,0.0104166666666667,0.015625,0.0260416666666667,0.0104166666666667,0.0104166666666667,0.0104166666666667,0.0260416666666667,0.0104166666666667,0,0.00520833333333333,0,0,0.00520833333333333,0.015625,0,0.00520833333333333,0.0104166666666667,0.00520833333333333,0.0208333333333333,0.015625,0.0104166666666667,0.0104166666666667,0.0104166666666667,0.0260416666666667,0.0104166666666667,0.015625,0.015625,0.0104166666666667,0.00520833333333333,0.00520833333333333,0.00520833333333333,0.015625,0,0.00520833333333333,0
-17.2,-1000,350,0,1,0,1,0,0,0,0,0,0,0,0.0188679245283019,0,0,0,0,0.0188679245283019,0,0,0,0,0,0,0,0,0,0.0188679245283019,0,0,0.0377358490566038,0.0566037735849057,0.0943396226415094,0,0.0188679245283019,0,0,0,0,0,0,0,0.0377358490566038,0.0754716981132075,0.0188679245283019,0,0.0188679245283019,0.0943396226415094,0.0377358490566038,0,0.0566037735849057,0.0754716981132075,0.0566037735849057,0.0188679245283019,0,0,0.0188679245283019,0,0.0188679245283019,0.0188679245283019,0.0188679245283019,0,0.0188679245283019,0.0754716981132075,0.0188679245283019,0,0.0188679245283019,0.0377358490566038,0,0
-37,91,1000,0,1,0,1,0.0340909090909091,0,0.00568181818181818,0.0227272727272727,0.0113636363636364,0.0170454545454545,0.0227272727272727,0.0227272727272727,0.0284090909090909,0.0113636363636364,0.0284090909090909,0.00568181818181818,0.0227272727272727,0.0170454545454545,0.00568181818181818,0.0227272727272727,0.0227272727272727,0.00568181818181818,0.0170454545454545,0.0227272727272727,0.0113636363636364,0.0227272727272727,0.00568181818181818,0.0113636363636364,0,0.0284090909090909,0.0170454545454545,0.00568181818181818,0.00568181818181818,0.0170454545454545,0.0227272727272727,0.0227272727272727,0.0170454545454545,0.0284090909090909,0.0170454545454545,0.0170454545454545,0.0227272727272727,0.0227272727272727,0.0170454545454545,0,0.00568181818181818,0,0,0.0170454545454545,0.0170454545454545,0.0170454545454545,0.0170454545454545,0.00568181818181818,0.0227272727272727,0.00568181818181818,0.0227272727272727,0.0170454545454545,0,0.0113636363636364,0.0227272727272727,0.0170454545454545,0.0284090909090909,0.0227272727272727,0.00568181818181818,0.0227272727272727,0.0284090909090909,0.0113636363636364,0,0.0227272727272727,0
0,17,128,0,0,0,0,0.0120481927710843,0.0120481927710843,0.0240963855421687,0,0.0240963855421687,0,0.0120481927710843,0.0240963855421687,0,0.0240963855421687,0,0,0,0.036144578313253,0.0120481927710843,0,0.0120481927710843,0.0481927710843374,0.0240963855421687,0.0120481927710843,0.0240963855421687,0.0481927710843374,0.0481927710843374,0.0481927710843374,0.036144578313253,0.0602409638554217,0,0.0120481927710843,0,0.0240963855421687,0.036144578313253,0.0120481927710843,0.0120481927710843,0.0120481927710843,0,0,0.0240963855421687,0.0481927710843374,0.0120481927710843,0.036144578313253,0.0120481927710843,0.0120481927710843,0,0,0,0,0,0.0120481927710843,0,0,0,0.0120481927710843,0.0120481927710843,0.0843373493975904,0,0.0120481927710843,0,0.0120481927710843,0.0120481927710843,0,0.0120481927710843,0.0240963855421687,0,0.0120481927710843,0
-13.6,-8,1000,0,0,0,0,0,0.0333333333333333,0,0,0,0,0.0333333333333333,0,0,0,0.0166666666666667,0.0166666666666667,0.0166666666666667,0.0166666666666667,0.0166666666666667,0,0.0166666666666667,0,0.0166666666666667,0.0166666666666667,0,0,0,0.0166666666666667,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.05,0,0.0666666666666667,0.0166666666666667,0.0166666666666667,0,0.0166666666666667,0.0166666666666667,0,0.0333333333333333,0.05,0.0166666666666667,0,0.0333333333333333,0.0166666666666667,0,0.0166666666666667,0,0.0166666666666667,0.0166666666666667,0.05,0,0,0.0333333333333333,0.0166666666666667,0.0166666666666667,0.05,0.0333333333333333,0.05,0.0166666666666667,0.0166666666666667,0,0,0,0,0.0166666666666667,0,0
